430		과	424	근로감독협력과	배정정원	8						8		0						1				1			2										2														2																																					이거지		근로감독협력과		8	0	0	0	0	1	1	2	2	2	0	0	0	0	0	0		0	0	0	0		
431		과	425	근로감독협력과	한시정원	0						0		0																																																																										이거지		근로감독협력과		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0		
432		과	426	근로감독협력과	평가정원	8						8								1				1			2										2														2																																					이거지		근로감독협력과		8	0	0	0	0	1	1	2	2	2	0	0	0	0	0	0		0	0	0	0		
433	책자	본부	427	산업안전보건본부	기준정원	96	0	1	0	0	0	95	1	3	0	0	0	2	0	8	0	0	0	5	0	0	6	0	20	1	0	0	4	0	1	0	3	5	1	1	0	0	0	0	11	0	0	0	1	0	5	5	0	0	0	1	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0			산업안전보건본부		96	1	0	4	2	8	5	31	22	21	0	1	1	0	0	0		0	0	1	0		
434	책자	본부	428	산업안전보건본부	총액인건비	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	-4	0	0	0	0	0	0	0	0	0	0	0	0	0	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0			산업안전보건본부		0	0	0	0	0	0	0	5	-4	-1	0	0	0	0	0	0		0	0	0	0		
435	책자	본부	429	산업안전보건본부	운영정원	96	0	1	0	0	0	95	1	3	0	0	0	2	0	8	0	0	0	5	0	5	5	0	19	1	0	0	4	0	1	0	3	3	1	1	0	0	0	0	11	0	0	0	0	0	5	5	0	0	0	1	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0			산업안전보건본부		96	1	0	4	2	8	5	34	20	20	0	1	1	0	0	0		0	0	1	0		
436	책자	본부	430	산업안전보건본부	배정정원	96	0	1	0	0	0	95	1	3	0	0	0	2	0	8	0	0	0	5	0	4	6	0	20	1	0	0	4	0	0	0	3	3	1	1	0	0	0	0	11	0	0	0	0	0	5	5	0	0	0	1	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0			산업안전보건본부		96	1	0	4	2	8	5	35	19	20	0	1	1	0	0	0		0	0	1	0		
437		본부	431	산업안전보건본부	한시정원	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0			산업안전보건본부		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0		
438		본부	432	산업안전보건본부	평가정원	7	0	0	0	0	0	7	0	1	0	0	0	0	0	1	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0			산업안전보건본부		7	0	0	1	0	1	0	2	1	2	0	0	0	0	0	0		0	0	0	0		
439			445	산업안전보건본부실	기준정원	4		1				3															1										1																																									1										이거지		산업안전보건본부실		4	1	0	0	0	0	0	1	1	0	0	1	0	0	0	0		0	0	1	0		
440			446	산업안전보건본부실	총액인건비	0						0																																																																												이거지		산업안전보건본부실		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0		
441			447	산업안전보건본부실	운영정원	4		1				3															1										1																																									1										이거지	직급조정	산업안전보건본부실		4	1	0	0	0	0	0	1	1	0	0	1	0	0	0	0		0	0	1	0	1	
442			448	산업안전보건본부실	배정정원	4		1				3															1										1																																									1										이거지		산업안전보건본부실		4	1	0	0	0	0	0	1	1	0	0	1	0	0	0	0		0	0	1	0		
443			449	산업안전보건본부실	한시정원	0						0																																																																												이거지		산업안전보건본부실		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0		
444			450	산업안전보건본부실	평가정원	0						0																																																																												이거지		산업안전보건본부실		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0		
