190		과	178	고용보험기획과	배정정원	9						9								1		1				4									1			1											1																																							이거지		고용보험기획과		9	0	0	0	0	1	1	4	2	1	0	0	0	0	0	0		0	0	0	0		
191		과	179	고용보험기획과	한시정원	0						0																																																																												이거지		고용보험기획과		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0		
192		과	180	고용보험기획과	평가정원	0						0																																																																												이거지		고용보험기획과		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0		
193			181	고용보험심사위원회	기준정원	3						3				1										1										0													1																																							이거지		고용보험심사위원회		3	0	0	1	0	0	0	1	0	1	0	0	0	0	0	0		0	0	0	0		
194			182	고용보험심사위원회	총액인건비	0						0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0	이거지		고용보험심사위원회		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0		
195			183	고용보험심사위원회	운영정원	3						3				1										1										0													1																																							이거지		고용보험심사위원회		3	0	0	1	0	0	0	1	0	1	0	0	0	0	0	0		0	0	0	0		
196			184	고용보험심사위원회	배정정원	3						3				1										1										0													1																																							이거지		고용보험심사위원회		3	0	0	1	0	0	0	1	0	1	0	0	0	0	0	0		0	0	0	0		
197			185	고용보험심사위원회	한시정원	0						0																								0																																																				이거지		고용보험심사위원회		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0		
198			186	고용보험심사위원회	평가정원	0						0																																																																												이거지		고용보험심사위원회		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0		
199			187	고용보험심사관실	기준정원	4						4														3																							1																																							이거지		고용보험심사관실		4	0	0	0	0	0	0	3	0	1	0	0	0	0	0	0		0	0	0	0		
