65		팀(총액)	53	민원운영팀	한시정원	0						0																																																																												이거지		민원운영팀		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0		
66		팀(총액)	54	민원운영팀	평가정원	0						0																																																																												이거지		민원운영팀		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0		
67	책자	과	55	운영지원과	기준정원	38						38						1									5						1				7								1	1					11			2				2			0					1		1	2									1	1			1						이거지		운영지원과		38	0	0	0	1	0	0	6	9	15	4	2	0	1	0	0		1	2	1	1		
68		과	56	운영지원과	총액인건비	1						1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0	이거지		운영지원과		1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0		0	0	0	0		
69	책자	과	57	운영지원과	운영정원	39						39						1				0					4						1		1		7								1	1					11			2				2		1	0					1		1	2									1	1			1						이거지		운영지원과		39	0	0	0	1	0	0	5	10	16	4	2	0	1	0	0		1	2	1	1		
70	책자	과	58	운영지원과	배정정원	39						39						1		0							5						1				7								1	1					11			2				2		1	0					1		1	2									1	1			1						이거지		운영지원과		39	0	0	0	1	0	0	6	9	16	4	2	0	1	0	0		1	2	1	1		
71		과	59	운영지원과	한시정원	0						0																																																																												이거지		운영지원과		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0		
72		과	60	운영지원과	평가정원	0						0																																																																												이거지		운영지원과		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0		
73	책자	실	61	기획조정실	기준정원	98						98	1	2	0	0	0	2	0	4	1	0	1	4	0	3	23	0	3	0	3	0	0	0	2	0	12	0	0	1	0	8	0	0	0	0	0	0	3	0	12	0	0	3	0	2	0	0	0	0		0	0	0	0	2	2	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	1	1			기획조정실		98	0	0	3	2	5	5	32	23	20	4	1	0	0	0	3		0	0	0	1		
74	책자	실	62	기획조정실	총액인건비	0						0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0			기획조정실		0	0	0	0	0	0	0	1	0	-1	0	0	0	0	0	0		0	0	0	0		
75	책자	실	63	기획조정실	운영정원	96						96	1	2	0	0	0	2	0	4	1	0	1	3	0	3	24	0	4	0	3	0	0	0	2	0	10	0	0	1	0	8	0	0	0	0	0	0	2	0	12	0	0	3	0	2	0	0	0	0		0	0	0	0	2	2	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	1	1			기획조정실		96	0	0	3	2	5	4	34	21	19	4	1	0	0	0	3		0	0	0	1		
76	책자	실	64	기획조정실	배정정원	96						96	1	2	0	0	0	1	0	5	1	0	1	3	0	3	25	0	4	0	3	0	0	0	1	0	10	0	0	1	0	8	0	0	0	0	0	0	2	0	12	0	0	3	0	2	0	0	0	0		0	0	0	0	2	2	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	1	1			기획조정실		96	0	0	3	1	6	4	35	20	19	4	1	0	0	0	3		0	0	0	1		
77		실	65	기획조정실	한시정원	0						0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0			기획조정실		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0		
78		실	66	기획조정실	평가정원	0						0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0			기획조정실		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0		
79		관	67	정책기획관	기준정원	69	0	0	0	0	0	69	1	1	0	0	0	1	0	3	1	0	1	2	0	0	15	0	1	0	3	0	0	0	1	0	8	0	0	1	0	8	0	0	0	0	0	0	3	0	7	0	0	2	0	2	0	0	0	0	0	0	0	0	0	2	2	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	1	1			정책기획관		69	0	0	2	1	4	3	19	18	14	4	1	0	0	0	3		0	0	0	1		
